,Date,DXY
934,2021-09-17,93.1999969482422
935,2021-09-20,93.23999786376952
936,2021-09-21,93.1999969482422
937,2021-09-22,93.45999908447266
938,2021-09-23,93.0999984741211
939,2021-09-24,93.33000183105467
940,2021-09-27,93.37999725341795
941,2021-09-28,93.7699966430664
942,2021-09-29,94.33999633789062
943,2021-09-30,94.25
944,2021-10-01,94.04000091552734
945,2021-10-04,93.80999755859376
946,2021-10-05,93.9800033569336
947,2021-10-06,94.2699966430664
948,2021-10-07,94.22000122070312
949,2021-10-08,94.06999969482422
950,2021-10-11,94.31999969482422
951,2021-10-12,94.5199966430664
952,2021-10-13,94.08000183105467
953,2021-10-14,93.95999908447266
954,2021-10-15,93.94000244140624
955,2021-10-18,93.9499969482422
956,2021-10-19,93.79000091552734
957,2021-10-20,93.55999755859376
958,2021-10-21,93.7699966430664
959,2021-10-22,93.61000061035156
960,2021-10-25,93.80999755859376
961,2021-10-26,93.9499969482422
962,2021-10-27,93.86000061035156
963,2021-10-28,93.3499984741211
964,2021-10-29,94.12000274658205
965,2021-11-01,93.87999725341795
966,2021-11-02,94.08999633789062
967,2021-11-03,93.86000061035156
968,2021-11-04,94.3499984741211
969,2021-11-05,94.31999969482422
970,2021-11-08,94.0500030517578
971,2021-11-09,93.95999908447266
972,2021-11-10,94.8499984741211
973,2021-11-11,95.18000030517578
974,2021-11-12,95.12999725341795
975,2021-11-15,95.41000366210938
976,2021-11-16,95.91999816894533
977,2021-11-17,95.83000183105467
978,2021-11-18,95.54000091552734
979,2021-11-19,96.06999969482422
980,2021-11-22,96.5
981,2021-11-23,96.48999786376952
982,2021-11-24,96.83999633789062
983,2021-11-26,96.08999633789062
984,2021-11-29,96.33999633789062
985,2021-11-30,95.98999786376952
986,2021-12-01,96.0500030517578
987,2021-12-02,96.12999725341795
988,2021-12-03,96.12000274658205
989,2021-12-06,96.29000091552734
990,2021-12-07,96.37000274658205
991,2021-12-08,95.88999938964844
992,2021-12-09,96.2699966430664
993,2021-12-10,96.0500030517578
994,2021-12-13,96.31999969482422
995,2021-12-14,96.56999969482422
996,2021-12-15,96.51000213623048
997,2021-12-16,96.04000091552734
998,2021-12-17,96.56999969482422
999,2021-12-20,96.5500030517578
1000,2021-12-21,96.48999786376952
1001,2021-12-22,96.08000183105467
1002,2021-12-23,96.0199966430664
1003,2021-12-27,96.08999633789062
1004,2021-12-28,96.1999969482422
1005,2021-12-29,95.93000030517578
1006,2021-12-30,95.97000122070312
1007,2021-12-31,95.66999816894533
1008,2022-01-03,96.23999786376952
1009,2022-01-04,96.29000091552734
1010,2022-01-05,96.19000244140624
1011,2022-01-06,96.25
1012,2022-01-07,95.73999786376952
1013,2022-01-10,95.98999786376952
1014,2022-01-11,95.62000274658205
1015,2022-01-12,95.0
1016,2022-01-13,94.79000091552734
1017,2022-01-14,95.16999816894533
1018,2022-01-18,95.7300033569336
1019,2022-01-19,95.51000213623048
1020,2022-01-20,95.73999786376952
1021,2022-01-21,95.63999938964844
1022,2022-01-24,95.91999816894533
1023,2022-01-25,95.9499969482422
1024,2022-01-26,96.48999786376952
1025,2022-01-27,97.26000213623048
1026,2022-01-28,97.2699966430664
1027,2022-01-31,96.54000091552734
1028,2022-02-01,96.38999938964844
1029,2022-02-02,95.94000244140624
1030,2022-02-03,95.37999725341795
1031,2022-02-04,95.4800033569336
1032,2022-02-07,95.4000015258789
1033,2022-02-08,95.63999938964844
1034,2022-02-09,95.48999786376952
1035,2022-02-10,95.5500030517578
1036,2022-02-11,96.08000183105467
1037,2022-02-14,96.37000274658205
1038,2022-02-15,95.98999786376952
1039,2022-02-16,95.6999969482422
1040,2022-02-17,95.8000030517578
1041,2022-02-18,96.04000091552734
1042,2022-02-22,96.02999877929688
1043,2022-02-23,96.19000244140624
1044,2022-02-24,97.13999938964844
1045,2022-02-25,96.62000274658205
1046,2022-02-28,96.70999908447266
1047,2022-03-01,97.41000366210938
1048,2022-03-02,97.38999938964844
1049,2022-03-03,97.79000091552734
1050,2022-03-04,98.6500015258789
1051,2022-03-07,99.29000091552734
1052,2022-03-08,99.05999755859376
1053,2022-03-09,97.97000122070312
1054,2022-03-10,98.51000213623048
1055,2022-03-11,99.12000274658205
1056,2022-03-14,99.05999755859376
1057,2022-03-15,99.06999969482422
1058,2022-03-16,98.37999725341795
1059,2022-03-17,98.01000213623048
1060,2022-03-18,98.2300033569336
1061,2022-03-21,98.5
1062,2022-03-22,98.48999786376952
1063,2022-03-23,98.62000274658205
1064,2022-03-24,98.79000091552734
1065,2022-03-25,98.80999755859376
1066,2022-03-28,99.08999633789062
1067,2022-03-29,98.4000015258789
1068,2022-03-30,97.79000091552734
1069,2022-03-31,98.30999755859376
1070,2022-04-01,98.62999725341795
1071,2022-04-04,98.98999786376952
1072,2022-04-05,99.47000122070312
1073,2022-04-06,99.5999984741211
1074,2022-04-07,99.75
1075,2022-04-08,99.8000030517578
1076,2022-04-11,99.93000030517578
1077,2022-04-12,100.29000091552734
1078,2022-04-13,99.87999725341795
1079,2022-04-14,100.31999969482422
1080,2022-04-18,100.77999877929688
1081,2022-04-19,100.95999908447266
1082,2022-04-20,100.38999938964844
1083,2022-04-21,100.58000183105467
1084,2022-04-22,101.22000122070312
1085,2022-04-25,101.75
1086,2022-04-26,102.3000030517578
1087,2022-04-27,102.9499969482422
1088,2022-04-28,103.62000274658205
1089,2022-04-29,102.95999908447266
1090,2022-05-02,103.73999786376952
1091,2022-05-03,103.47000122070312
1092,2022-05-04,102.58999633789062
1093,2022-05-05,103.75
1094,2022-05-06,103.66000366210938
1095,2022-05-09,103.6500015258789
1096,2022-05-10,103.91999816894533
1097,2022-05-11,103.8499984741211
1098,2022-05-12,104.8499984741211
1099,2022-05-13,104.55999755859376
1100,2022-05-16,104.19000244140624
1101,2022-05-17,103.36000061035156
1102,2022-05-18,103.80999755859376
1103,2022-05-19,102.72000122070312
1104,2022-05-20,103.1500015258789
1105,2022-05-23,102.08000183105467
1106,2022-05-24,101.86000061035156
1107,2022-05-25,102.05999755859376
1108,2022-05-26,101.83000183105467
1109,2022-05-27,101.66999816894533
1110,2022-05-31,101.75
1111,2022-06-01,102.5500030517578
1112,2022-06-02,101.7699966430664
1113,2022-06-03,102.13999938964844
1114,2022-06-06,102.44000244140624
1115,2022-06-07,102.31999969482422
1116,2022-06-08,102.54000091552734
1117,2022-06-09,103.22000122070312
1118,2022-06-10,104.1500015258789
1119,2022-06-13,105.08000183105467
1120,2022-06-14,105.5199966430664
1121,2022-06-15,105.16000366210938
1122,2022-06-16,103.62999725341795
1123,2022-06-17,104.6999969482422
1124,2022-06-21,104.44000244140624
1125,2022-06-22,104.1999969482422
1126,2022-06-23,104.43000030517578
1127,2022-06-24,104.19000244140624
1128,2022-06-27,103.94000244140624
1129,2022-06-28,104.51000213623048
1130,2022-06-29,105.11000061035156
1131,2022-06-30,104.69000244140624
1132,2022-07-01,105.13999938964844
1133,2022-07-05,106.5
1134,2022-07-06,107.0999984741211
1135,2022-07-07,107.12999725341795
1136,2022-07-08,107.01000213623048
1137,2022-07-11,108.0199966430664
1138,2022-07-12,108.06999969482422
1139,2022-07-13,107.95999908447266
1140,2022-07-14,108.54000091552734
1141,2022-07-15,108.05999755859376
