Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Date,DXY,RSI,MACD,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,BB_Width,Daily_Return,ROC,Close_Lag_7,SMA_7,Price_SMA7_Ratio
2018-01-02 00:00:00+00:00,13382.16,15473.49,12890.02,14675.11,20078.092111,2018-01-02 23:59:59.999000 UTC,279717107.4337192,177728,11346.326739,158080088.68331683,0,2018-01-02,91.8499984741211,,,,,,,,,,,,
2018-01-03 00:00:00+00:00,14690.0,15307.56,14150.0,14919.51,15905.667639,2018-01-03 23:59:59.999000 UTC,236116868.33619007,162787,8994.953566,133587333.24534808,0,2018-01-03,92.16000366210938,,,,,,,,0.01665404893046807,,,,
2018-01-04 00:00:00+00:00,14919.51,15280.0,13918.04,15059.54,21329.649574,2018-01-04 23:59:59.999000 UTC,312781583.79830784,170310,12680.812951,186116793.0115893,0,2018-01-04,91.8499984741211,,,,,,,,0.009385696983345904,,,,
2018-01-05 00:00:00+00:00,15059.56,17176.24,14600.0,16960.39,23251.491125,2018-01-05 23:59:59.999000 UTC,369321956.4868375,192969,13346.622293,211829900.67898223,0,2018-01-05,91.9499969482422,,,,,,,,0.1262223148914241,,,,
2018-01-06 00:00:00+00:00,16960.39,17143.13,16011.21,17069.79,18571.457508,2018-01-06 23:59:59.999000 UTC,309216920.9864104,158242,11007.164056,183417769.0623772,0,2018-01-06,91.9499969482422,,,,,,,,0.0064503233711017405,,,,
2018-01-07 00:00:00+00:00,17069.79,17099.96,15610.0,16150.03,12493.125558,2018-01-07 23:59:59.999000 UTC,206194706.37068355,120269,6779.320508,112151163.1274352,0,2018-01-07,91.9499969482422,,,,,,,,-0.05388232661327408,,,,
2018-01-08 00:00:00+00:00,16218.85,16322.3,12812.0,14902.54,26600.609912,2018-01-08 23:59:59.999000 UTC,396569997.15746266,208642,13756.844389,206049582.13668823,0,2018-01-08,92.33000183105467,,,,,,,,-0.0772438193613263,,,15676.701428571429,0.9506170713208528
2018-01-09 00:00:00+00:00,14902.54,15500.0,14011.05,14400.0,14315.004253,2018-01-09 23:59:59.999000 UTC,210630187.45766863,156656,6841.233287,100698572.9000214,0,2018-01-09,92.52999877929688,,,,,,,,-0.03372176823548201,-1.8746707861133618,14675.11,15637.4,0.9208691982043051
2018-01-10 00:00:00+00:00,14401.0,14955.66,13131.31,14907.09,17411.001655,2018-01-10 23:59:59.999000 UTC,244011366.763028,161476,8529.554675,119570139.80645348,0,2018-01-10,92.33000183105467,,,,,,,,0.03521458333333327,-0.08324670180186931,14919.51,15635.625714285716,0.9534054007432476
2018-01-11 00:00:00+00:00,14940.0,14968.68,11400.0,13238.78,33554.723751,2018-01-11 23:59:59.999000 UTC,446587594.6937379,239416,16422.01998,218762237.37910992,0,2018-01-11,91.8499984741211,,,,,,,,-0.11191386112245916,-12.090409136002826,15059.54,15375.517142857143,0.8610299007828959
2018-01-12 00:00:00+00:00,13238.76,14109.78,12500.0,13740.01,16417.162137,2018-01-12 23:59:59.999000 UTC,222516076.27145907,134452,8117.312075,110040020.181478,0,2018-01-12,90.97000122070312,,,,,,,,0.03786073943369406,-18.987652996186995,16960.39,14915.462857142858,0.9211923311799911
2018-01-13 00:00:00+00:00,13749.95,14580.0,13706.15,14210.0,12221.508528,2018-01-13 23:59:59.999000 UTC,173086488.54788405,123639,5574.178408,78958098.9463857,0,2018-01-13,90.97000122070312,,,,,,,,0.034205943081555334,-16.753516006933893,17069.79,14506.92142857143,0.9795324300863282
2018-01-14 00:00:00+00:00,14210.0,14339.5,12569.2,13474.99,17017.894329,2018-01-14 23:59:59.999000 UTC,226525305.12938112,152364,8288.382911,110381556.67259862,0,2018-01-14,90.97000122070312,,,,,,,,-0.05172484166080227,-16.563684401824645,16150.03,14124.772857142858,0.95399693405942
2018-01-15 00:00:00+00:00,13477.98,14249.99,13147.79,13539.93,14652.094705,2018-01-15 23:59:59.999000 UTC,200614554.538343,145362,7431.063272,101748315.63707082,0,2018-01-15,90.97000122070312,40.1584764416767,,,,,,,0.004819298567197539,-9.143474870726738,14902.54,13930.114285714286,0.9719898718911136
2018-01-16 00:00:00+00:00,13500.0,13542.93,9035.0,10900.0,63401.169175,2018-01-16 23:59:59.999000 UTC,722150828.1494024,418243,30353.401717,346777069.9337464,0,2018-01-16,90.38999938964844,27.01281776889755,,,,,,,-0.19497368154783667,-24.305555555555554,14400.0,13430.114285714286,0.8116088789798619
2018-01-17 00:00:00+00:00,10899.99,11680.99,9037.94,10988.79,72331.796646,2018-01-17 23:59:59.999000 UTC,744154180.1312059,517293,35412.798137,365047291.4303791,0,2018-01-17,90.54000091552734,27.868059857365324,,,,,,,0.0081458715596332,-26.28480810137994,14907.09,12870.357142857143,0.8538061436856564
2018-01-18 00:00:00+00:00,10972.59,11878.82,10435.33,10961.97,48464.434937,2018-01-18 23:59:59.999000 UTC,541289614.0584047,393112,23814.382845,266091805.66522688,0,2018-01-18,90.5,27.76223776650319,,,,,,,-0.0024406690818553622,-17.198034864239766,13238.78,12545.098571428573,0.8738050113823622
2018-01-19 00:00:00+00:00,10960.0,11795.0,10360.0,11474.98,34129.375421,2018-01-19 23:59:59.999000 UTC,382773499.2265792,273271,16871.416355,189259676.8922224,0,2018-01-19,90.56999969482422,33.00280127729063,,,,,,,0.046799069875214094,-16.48492250005641,13740.01,12221.522857142858,0.938915725489435
2018-01-20 00:00:00+00:00,11474.98,13099.0,11412.45,12799.94,28768.857827,2018-01-20 23:59:59.999000 UTC,358561107.78097045,251647,14389.196005,179183657.90470728,0,2018-01-20,90.56999969482422,44.251634182257064,,,,,,,0.115465124993682,-9.923011963406049,14210.0,12020.085714285715,1.0648792616168652
2018-01-21 00:00:00+00:00,12799.8,12799.8,10965.0,11530.0,41379.773426,2018-01-21 23:59:59.999000 UTC,485289230.8188924,360207,20574.760061,241154449.9818349,0,2018-01-21,90.56999969482422,37.71530951429171,,,13795.1695,17515.238272173305,10075.100727826693,53.932918652044194,-0.09921452756809801,-14.434073791520438,13474.99,11742.230000000001,0.9819259203745795
2018-01-22 00:00:00+00:00,11530.0,11926.35,9900.24,10760.05,43752.606791,2018-01-22 23:59:59.999000 UTC,475716514.20869696,363264,21300.575828,231677479.125622,0,2018-01-22,90.4000015258789,34.3978919860843,,,13599.416500000001,17520.279382174154,9678.553617825848,57.662222230992825,-0.06677797051170864,-20.530977634300925,13539.93,11345.104285714286,0.9484311231540653
2018-01-23 00:00:00+00:00,10760.05,11399.0,9905.0,10799.18,37473.922552,2018-01-23 23:59:59.999000 UTC,399419413.2329807,355286,18747.793828,199899519.2732997,0,2018-01-23,90.12000274658205,34.71219355156033,,,13393.4,17445.946121780726,9340.853878219274,60.51556918752111,0.0036366002016721133,-0.9249541284403643,10900.0,11330.701428571429,0.953090156693111
2018-01-24 00:00:00+00:00,10799.14,11570.48,10500.0,11349.99,27158.587762,2018-01-24 23:59:59.999000 UTC,299470607.4302002,293429,13087.393088,144335221.62540215,0,2018-01-24,89.20999908447266,39.13286521346541,,,13207.9225,17277.986730799683,9137.858269200318,61.63064979825074,0.05100479851247952,3.2869861012904864,10988.79,11382.301428571427,0.9971612569940979
2018-01-25 00:00:00+00:00,11349.96,11794.05,10950.21,11175.27,20839.954183,2018-01-25 23:59:59.999000 UTC,236081364.97365227,221040,10201.386919,115584688.24733494,0,2018-01-25,89.38999938964844,38.24817268043961,,,12918.6665,16692.375481642728,9144.95751835727,58.42257761887001,-0.015393846161978919,1.9458181330545614,10961.97,11412.772857142858,0.9791897324063352
2018-01-26 00:00:00+00:00,11184.7,11643.0,10311.15,11089.0,33056.87196,2018-01-26 23:59:59.999000 UTC,360482470.17375433,314720,15330.789553,167328952.39330244,0,2018-01-26,89.06999969482422,37.793840394643944,,,12619.627,15952.246334050022,9287.00766594998,52.81644749167342,-0.007719723997720029,-3.363665993317632,11474.98,11357.632857142857,0.9763478129182603
2018-01-27 00:00:00+00:00,11089.0,11650.0,10842.69,11491.0,18860.768345,2018-01-27 23:59:59.999000 UTC,212663199.53348225,207478,9208.937963,103935891.79616304,0,2018-01-27,89.06999969482422,41.29330403546572,-911.2016086806252,,12386.675500000001,15327.984176902004,9445.366823097998,47.491494822836074,0.03625214176210667,-10.226141685039153,12799.94,11170.641428571427,1.0286786191712487
2018-01-28 00:00:00+00:00,11499.98,12244.0,11408.0,11879.95,16887.339524,2018-01-28 23:59:59.999000 UTC,200211582.9434541,206247,7342.786997,87011013.8320475,0,2018-01-28,89.06999969482422,44.54394831676393,-828.2519067642133,,12235.546,14945.781329217005,9525.310670782996,44.30101164618244,0.0338482290488209,3.035125758889859,11530.0,11220.634285714284,1.0587592196214017
2018-01-29 00:00:00+00:00,11879.95,11975.02,11139.55,11251.0,14170.377538,2018-01-29 23:59:59.999000 UTC,162110154.87880376,169199,6016.496871,68819972.52308752,0,2018-01-29,89.30999755859375,40.62654137284356,-803.9967054705667,,12078.096000000001,14628.215109244902,9527.9768907551,42.22717072699042,-0.05294214201238223,4.562711139818131,10760.05,11290.77,0.9964776538712594
2018-01-30 00:00:00+00:00,11250.11,11308.42,9900.0,10237.51,25554.372946,2018-01-30 23:59:59.999000 UTC,268978329.50861526,259212,11388.096419,119864289.07103088,0,2018-01-30,89.19000244140625,35.24726956828681,-856.679192143969,,11844.617,14160.20928964082,9529.024710359181,39.09948780346075,-0.09007999288952095,-5.201043042156906,10799.18,11210.531428571428,0.9132047008858507
2018-01-31 00:00:00+00:00,10230.0,10425.85,9700.0,10285.1,18015.956805,2018-01-31 23:59:59.999000 UTC,181644207.11316264,201422,8782.584442,88609272.64228792,0,2018-01-31,89.12999725341797,35.67794930583308,-884.3955655531136,,11696.933,14014.778110649979,9379.087889350023,39.631672860740125,0.004648591307847338,-9.382299015241419,11349.99,11058.404285714287,0.9300708975965661
2018-02-01 00:00:00+00:00,10285.1,10335.0,8750.99,9224.52,33564.764311,2018-02-01 23:59:59.999000 UTC,317636345.9843711,316020,15430.003849,146130725.8704748,0,2018-02-01,88.66999816894531,30.76672241232596,-980.6367633459995,,11471.158500000001,13828.326703690822,9113.99029630918,41.09729987064201,-0.1031181028867002,-17.455954084330845,11175.27,10779.725714285714,0.8557286376753822
2018-02-02 00:00:00+00:00,9224.52,9250.0,8010.02,8873.03,49971.626975,2018-02-02 23:59:59.999000 UTC,434236483.7044874,453411,23113.503584,201292749.5150992,0,2018-02-02,89.19999694824219,29.32594669830138,-1072.9031517780768,,11204.310000000001,13467.319774782252,8941.30022521775,40.395343841472624,-0.03810387965986306,-19.983497159347095,11089.0,10463.158571428572,0.8480259511911932
2018-02-03 00:00:00+00:00,8873.03,9473.01,8229.0,9199.96,28725.000735,2018-02-03 23:59:59.999000 UTC,256834729.0599109,327519,14182.838146,127068644.49604894,0,2018-02-03,89.19999694824219,32.49254772553317,-1106.8849301590144,,10990.558500000001,13160.982577863822,8820.13442213618,39.496156230164665,0.03684536173099806,-19.93769036637369,11491.0,10135.867142857143,0.907663830862593
2018-02-04 00:00:00+00:00,9199.96,9368.0,7930.0,8184.81,32014.308449,2018-02-04 23:59:59.999000 UTC,274912288.421322,356134,13805.29579,118884553.20936234,0,2018-02-04,89.19999694824219,28.258611642846205,-1201.8753841023808,-1013.5847333176872,10722.8025,12890.417201849712,8555.187798150288,40.43000329157815,-0.11034287105596097,-31.104002962975436,11879.95,9607.99,0.8518753662316468
2018-02-05 00:00:00+00:00,8179.99,8382.8,6625.0,6939.99,63403.182579,2018-02-05 23:59:59.999000 UTC,471166218.7134473,533510,29857.35839,222022401.0169236,0,2018-02-05,89.55000305175781,24.10986974110618,-1361.9033991964443,-1083.2484664934386,10524.802,13244.616514797657,7804.987485202342,51.68390844402882,-0.15208905276970397,-38.31668296151454,11251.0,8992.131428571429,0.7717847603905128
2018-02-06 00:00:00+00:00,6939.63,7878.0,6000.01,7652.14,100201.500307,2018-02-06 23:59:59.999000 UTC,684364276.3666689,785996,49565.020794,339117633.4088549,0,2018-02-06,89.58999633789062,30.404847396066742,-1414.9515204331437,-1149.5890772813798,10357.969500000001,13340.156463136118,7375.782536863884,57.582462723724305,0.10261542163605442,-25.253894745890353,10237.51,8622.792857142858,0.8874317320125812
2018-02-07 00:00:00+00:00,7655.02,8476.0,7150.01,7599.0,60778.460497,2018-02-07 23:59:59.999000 UTC,477935038.8117769,514893,30084.836266,237137973.4531389,0,2018-02-07,90.26000213623048,30.203520767800725,-1444.6277234484132,-1208.5968065147865,10189.821,13388.221011017386,6991.420988982614,62.77637283358335,-0.006944462594777434,-26.116420841800274,10285.1,8239.064285714285,0.9223134735307148
2018-02-08 00:00:00+00:00,7599.0,7844.0,7572.09,7784.02,1521.537318,2018-02-08 23:59:59.999000 UTC,11770168.04386595,12417,844.258813,6532638.63751892,0,2018-02-08,90.2300033569336,31.894439645399956,-1436.6558856575466,-1254.2086223433387,10005.273,13309.933305163604,6700.612694836394,66.05837352291347,0.02434794051848943,-15.615988691010479,9224.52,8033.278571428572,0.9689717505483885
2018-02-09 00:00:00+00:00,7789.9,8738.0,7789.9,8683.92,20482.910825,2018-02-09 23:59:59.999000 UTC,173348469.81187892,273091,10404.040792,88117562.12096503,0,2018-02-09,90.44000244140624,39.56360444603848,-1342.251102366612,-1271.8171183479933,9799.472,12887.92234735286,6711.0216526471395,63.03299498897207,0.11560864437655605,-2.1312899877494,8873.03,8006.262857142857,1.0846408811387658
2018-02-10 00:00:00+00:00,8683.93,9065.78,8120.0,8533.98,49381.512653,2018-02-10 23:59:59.999000 UTC,423411421.93098,537578,24506.723294,210253734.3806545,0,2018-02-10,90.44000244140624,38.78002767578758,-1264.9519575960312,-1270.4440861976009,9649.670999999998,12677.890403926338,6621.451596073659,62.76316371669749,-0.01726639582124212,-7.23894451715007,9199.96,7911.122857142857,1.0787318253179157
2018-02-11 00:00:00+00:00,8533.99,8549.0,7726.53,8063.88,45025.187952,2018-02-11 23:59:59.999000 UTC,366966437.2498885,524626,23180.34192,188849914.3499584,0,2018-02-11,90.44000244140624,36.34928491523399,-1227.475397361577,-1261.8503484303963,9514.8625,12573.257135431306,6456.467864568693,64.28668066262243,-0.05508566928912417,-1.4774930633698313,8184.81,7893.847142857143,1.0215399226848108
2018-02-12 00:00:00+00:00,8063.82,8989.0,8053.0,8903.0,41987.85049,2018-02-12 23:59:59.999000 UTC,362440826.9943769,477660,20916.949742,180528457.55458465,0,2018-02-12,90.20999908447266,43.19383438151461,-1117.186748774906,-1232.9176284992982,9420.0535,12430.50257210386,6409.60442789614,63.91575317706762,0.10405908818087561,28.28548744306548,6939.99,8174.277142857143,1.089148293409605
2018-02-13 00:00:00+00:00,8903.0,8950.0,8351.0,8539.9,35454.972956,2018-02-13 23:59:59.999000 UTC,305165143.6969234,401893,16558.45568,142530987.43930227,0,2018-02-13,89.69999694824219,41.13265774435179,-1047.0120326597098,-1195.7365093313806,9279.548999999999,12176.761559608974,6382.336440391024,62.442960527693224,-0.040784005391441114,11.601460506472689,7652.14,8301.1,1.0287672718073508
2018-02-14 00:00:00+00:00,8535.17,9489.6,8533.0,9449.99,40811.952867,2018-02-14 23:59:59.999000 UTC,370126692.728233,514897,20508.463444,185896385.02591047,0,2018-02-14,89.12000274658203,47.849904981812486,-907.5003088354424,-1138.089269232193,9193.285,11959.353167941634,6427.216832058366,60.17583851564776,0.1065691635733439,24.3583366232399,7599.0,8565.527142857143,1.1032584267601577
2018-02-15 00:00:00+00:00,9449.98,10219.5,9301.5,10000.09,52427.596715,2018-02-15 23:59:59.999000 UTC,512388484.73178285,608349,25805.098892,252255267.88356847,0,2018-02-15,88.58999633789062,51.455669852893145,-743.9717467641731,-1059.265764738589,9138.8395,11794.15787058741,6483.521129412589,58.11062489033561,0.05821170181132462,28.46947978037055,7784.02,8882.108571428571,1.1258689217296538
